,Tweet,Processed Tweet,polarity,sentiment
1661,"La mise à jour #Windows11 c'est comme une série @netflix , toujours une nouvelle Saison quand tu t'attends le moins… https://t.co/XubsYnD4AO","La mise à jour c'est comme une série  , toujours une nouvelle Saison quand tu t'attends le moins… ",0.0,Neutral
1662,RT @Awoken51: Dear @Microsoft I have no intention of uprgrading my hardware (nor can I without buying a new MB/computer) to accommodate you…, Dear  I intention uprgrading hardware (nor I without buying new MB/computer) accommodate you…,0.13636363636363635,Positive
1663,"Tu vas dans un café pour travailler un peu , mais windows 11 update n'a pas le même projet que toi lol . @Microsoft… https://t.co/aCpiZpd3zj","Tu va dans un café pour travailler un peu , mais window 11 update n'a pa le même projet que toi lol . … ",0.8,Positive
1664,Windows 11: Fix für kaputte Outlook-Suche https://t.co/ZHctn8Ir57 #Outlook #Problemlösung #Windows11 Borns IT- &amp; Windows-Blog,Windows 11: Fix für kaputte Outlook-Suche  #Outlook #Problemlösung Borns IT- &amp; Windows-Blog,0.0,Neutral
1665,Did you accidentally approve a misspelled name or word by adding it to your PC's spelling dictionary? Good news: Yo… https://t.co/ZRUThjZN9u,Did accidentally approve misspelled name word adding PC's spelling dictionary? Good news: Yo… ,0.7,Positive
1666,Its fairly easy to setup a Windows 11 or even a Windows 10 computer to be an FTP with just a few steps and then you… https://t.co/gMKDJuKaFZ,Its fairly easy setup Windows 11 even Windows 10 computer FTP step you… ,0.43333333333333335,Positive
1667,RT @peterjmsimons: Microsoft releases #Windows11 Cumulative Update Build 22509.1011 (#KB5008918) for Dev Channel Insiders https://t.co/KePX…, Microsoft release Cumulative Update Build 22509.1011 (#KB5008918) Dev Channel Insiders …,0.0,Neutral
1668,Microsoft releases #Windows11 Cumulative Update Build 22509.1011 (#KB5008918) for Dev Channel Insiders… https://t.co/qFeKqDEhxO,Microsoft release Cumulative Update Build 22509.1011 (#KB5008918) Dev Channel Insiders… ,0.0,Neutral
1669,"RT @ArweaveAPI: How to Pin Almost Anything to the Windows 11 Taskbar
https://t.co/iEvsK5L5fY

#windows11 #windows10 #windows #microsoft #te…", How Pin Almost Anything Windows 11 Taskbar  #windows11 #windows10 #windows #microsoft #te…,0.0,Neutral
1670,"How to Pin Almost Anything to the Windows 11 Taskbar
https://t.co/iEvsK5L5fY

#windows11 #windows10 #windows #microsoft #technology",How Pin Almost Anything Windows 11 Taskbar  #windows11 #windows10 #windows #microsoft #technology,0.0,Neutral
1672,"Microsoftのコントロールパネル廃止計画がひっそりと進行中 https://t.co/eM77xsFz3h

使いづらい
んだろうか

11Win

#Windows11",Microsoftのコントロールパネル廃止計画がひっそりと進行中  使いづらい んだろうか 11Win,0.0,Neutral
1673,RT @Windows: Now that's something to talk about. #Windows11 https://t.co/Uahgo7Qekx, Now that's something talk about. ,0.0,Neutral
1674,"RT @msdevjp: 【開発者向けウェビナーのご案内】
Microsoft AI &amp; Innovation Center では、最新テクノロジのスキルアップウェビナーを無償で提供しております。

■開催間近！
・12 月 6 日（月） 10:00～
#XAML 入門：後編…", 【開発者向けウェビナーのご案内】 Microsoft AI &amp; Innovation Center では、最新テクノロジのスキルアップウェビナーを無償で提供しております。 ■開催間近！ ・12 月 6 日（月） 10:00～ #XAML 入門：後編…,-0.1,Neutral
1675,Just upgraded to #Windows11. Fingers are heavily crossed.,Just upgraded #Windows11. Fingers heavily crossed.,-0.2,Negative
1676,"RT @OneTech_MSP: He’s back! Who? Clippy, the paperclip character from your Windows computer of the late 90s. He’s replaced the paperclip em…"," He’s back! Who? Clippy, paperclip character Windows computer late 90s. He’s replaced paperclip em…",-0.15,Negative
1677,"He’s back! Who? Clippy, the paperclip character from your Windows computer of the late 90s. He’s replaced the paper… https://t.co/aIxXLveB5A","He’s back! Who? Clippy, paperclip character Windows computer late 90s. He’s replaced paper… ",-0.15,Negative
1678,#Windows11 is 🔥🔥🔥,🔥🔥🔥,0.0,Neutral
1679,"RT @ArweaveAPI: How to Add a ""Check for Updates"" Context Menu Option in Windows 10 and 11
https://t.co/4yhrXrsUXT

#windows10 #windows #win…"," How Add ""Check Updates"" Context Menu Option Windows 10 11  #windows10 #windows #win…",0.0,Neutral
1680,"How to Add a ""Check for Updates"" Context Menu Option in Windows 10 and 11
https://t.co/4yhrXrsUXT

#windows10… https://t.co/Nk6MoxhOrN","How Add ""Check Updates"" Context Menu Option Windows 10 11  #windows10… ",0.0,Neutral
1681,"Me: I’m sticking to windows 10 

Me: Says Okay While laughing 

#SketchComedy 

#Windows #Windows11 #Windows10 

I… https://t.co/ecK6uMXMbK",Me: I’m sticking window 10 Me: Says Okay While laughing #SketchComedy #Windows #Windows10 I… ,0.5,Positive
1682,"RT @MagusMoonly: So, CPU cooler was fine. The problem was Windows 11. Changing 2 options in your settings makes you go from 100c to the nor…"," So, CPU cooler fine. The problem Windows 11. Changing 2 option setting make go 100c nor…",0.4166666666666667,Positive
1684,"So in November I decided to upgrade my personal rig to #Windows11 and it was a disaster, let me give you the story.","So November I decided upgrade personal rig disaster, let give story.",0.0,Neutral
1685,"#Microsoft #Windows11
 Microsoft da marcha atrás y dejará elegir navegador fácilmente en Windows 11
https://t.co/ZeOa94nLXH",#Microsoft Microsoft da marcha atrás dejará elegir navegador fácilmente en Windows 11 ,0.0,Neutral
1686,RT @WindowsLatest: Microsoft Edge and Chrome's copy-and-paste feature will soon support a wide range of file formats on Windows https://t.c…, Microsoft Edge Chrome's copy-and-paste feature soon support wide range file format Windows …,-0.1,Neutral
1687,Microsoft Edge and Chrome's copy-and-paste feature will soon support a wide range of file formats on Windows… https://t.co/3WpKHbznvY,Microsoft Edge Chrome's copy-and-paste feature soon support wide range file format Windows… ,-0.1,Neutral
1688,RT @Chaqueline0820: #Windows11 に更新するのに12時間がかり、更に累積更新プログラムの更新が今更始まった。萎える。, に更新するのに12時間がかり、更に累積更新プログラムの更新が今更始まった。萎える。,0.0,Neutral
1690,"RT @peterjmsimons: Are #Windows11's new Start menu options good enough to win people over?  https://t.co/31h6gRBOG5 by @windowscentral 

NO…", Are #Windows11's new Start menu option good enough win people over?   NO…,0.40909090909090906,Positive
1691,Are #Windows11's new Start menu options good enough to win people over?  https://t.co/31h6gRBOG5 by @windowscentral… https://t.co/Pk8TVVrB9y,Are #Windows11's new Start menu option good enough win people over?  … ,0.40909090909090906,Positive
1692,Windows11 非対応　アップデート　マル秘公開 #windows11 #アップグレード #非対応 #インストール #windows10 #無償 #システム要件 #アップデート https://t.co/MhsvXbp0vg,Windows11 非対応 アップデート マル秘公開 #windows11 #アップグレード #非対応 #インストール #windows10 #無償 #システム要件 #アップデート ,0.0,Neutral
1693,RT @ru_hp: Надежно ли защищен ваш бизнес? Киберпреступники не дремлют. Задумайтесь о безопасности конечных точек. #Windows11, Надежно ли защищен ваш бизнес? Киберпреступники не дремлют. Задумайтесь о безопасности конечных точек.,0.0,Neutral
1695,RT @SBC_tinkerer: I will be dropping @Microsoft and @Windows before #Windows10 goes EOL. I supported #WindowsVista and even #Windows8 which…, I dropping   #Windows10 go EOL. I supported #WindowsVista even #Windows8 which…,0.0,Neutral
1696,I will be dropping @Microsoft and @Windows before #Windows10 goes EOL. I supported #WindowsVista and even #Windows8… https://t.co/B44xrHORDR,I dropping   #Windows10 go EOL. I supported #WindowsVista even #Windows8… ,0.0,Neutral
1699,"RT @CyberArch_: سيستخدم Twitch التعلم الآلي لاكتشاف الأشخاص الذين يتهربون من الحظر

#technologynews
#technology
#عاجل
#تكنولوجيا
#cybersecu…", سيستخدم Twitch التعلم الآلي لاكتشاف الأشخاص الذين يتهربون من الحظر #technologynews #technology #عاجل #تكنولوجيا #cybersecu…,0.0,Neutral
1701,"RT @ASUSUSA: It’s time to show your vibrant new vision to the world! The ASUS Vivobook Pro 14/15 OLED lets you express your true colors, wi…"," It’s time show vibrant new vision world! The ASUS Vivobook Pro 14/15 OLED let express true colors, wi…",0.22904040404040402,Positive
1705,"#Windows11 looks absolutely awful given its current state. It's almost like they just painted over Windows 10, just… https://t.co/978LsW7Os4","look absolutely awful given current state. It's almost like painted Windows 10, just… ",-0.5,Negative
1706,Preview builds begin to fix #Windows11’s Start menu and taskbar  https://t.co/l8T82O1uvm by @AndrewWrites,Preview build begin fix #Windows11’s Start menu taskbar  ,0.0,Neutral
1707,"RT @tariqaljaser: لتحديث الجهاز لوندوز١١ تحتاج لخطوات مثل:
- فحص استعداد جهازك
- تفعيل TPM2.0
- وفيه شرح لمميزات الوندوز الجديد، مع تجربتي…", لتحديث الجهاز لوندوز١١ تحتاج لخطوات مثل: - فحص استعداد جهازك - تفعيل TPM2.0 - وفيه شرح لمميزات الوندوز الجديد، مع تجربتي…,0.0,Neutral
1708,Windows 11 Insider Build (22509) Brings Welcome Changes to the Start Menu: Here's What's New… https://t.co/VlKpOehUuw,Windows 11 Insider Build (22509) Brings Welcome Changes Start Menu: Here's What's New… ,0.8,Positive
1709,"RT @PycraftDev: Hello everyone! Pycraft v0.9.3 is now live, feel free to check it out here on GitHub: https://t.co/pRZzN5GQ6B

#python3 #Wi…"," Hello everyone! Pycraft v0.9.3 live, feel free check GitHub:  #python3 #Wi…",0.2681818181818182,Positive
1710,"Just upgraded to #Windows11 on the machine I use to stay current on SQL Server, SSIS, and such. Stuff working as ex… https://t.co/nPNHJYPTkY","Just upgraded machine I use stay current SQL Server, SSIS, such. Stuff working ex… ",0.0,Neutral
1711,RT @ASUS_za: Unleash your creative power. The Zenbook series gives you the tools to unleash true creativity. Combining ultrafast performanc…, Unleash creative power. The Zenbook series give tool unleash true creativity. Combining ultrafast performanc…,0.425,Positive
1712,"RT @PredatorCanada: Outperform the competition with Predator Gaming laptops, desktops, and monitors. #Windows11"," Outperform competition Predator Gaming laptops, desktops, monitors.",0.0,Neutral
1714,"RT @CyberArch_: يستخدم تحديث iRobot Roomba الذكاء الاصطناعي لتجنب طرق شجرة عيد الميلاد الخاصة بك

#technologynews
#technology
#عاجل
#تكنولو…", يستخدم تحديث iRobot Roomba الذكاء الاصطناعي لتجنب طرق شجرة عيد الميلاد الخاصة بك #technologynews #technology #عاجل #تكنولو…,0.0,Neutral
1715,@CanonUSAimaging Have a Dr-2580C that now doesn’t seem to play nice on new laptop with #Windows11. Latest drivers f… https://t.co/Qo0DFNn1CL, Have Dr-2580C doesn’t seem play nice new laptop #Windows11. Latest driver f… ,0.4121212121212121,Positive
1717,"https://t.co/tycznPrwTK

The best ludo android #83TheFilm #Windows11 #Omicron #ACMilan #MoSalah #Android #ludo… https://t.co/CXHOD4TKh7", The best ludo android #83TheFilm #Omicron #ACMilan #MoSalah #Android #ludo… ,1.0,Positive
1718,"RT @PycraftDev: Hello everyone! Pycraft v0.9.3 is now live, feel free to check it out here on PYPI: https://t.co/sKrhZ9Aupb

#python3 #Wind…"," Hello everyone! Pycraft v0.9.3 live, feel free check PYPI:  #python3 #Wind…",0.2681818181818182,Positive
1719,RT @tracker1: I can only guess the calls for anti trust in the US and EU led to a small course change for #Windows11 @MicrosoftEdge on this…, I guess call anti trust US EU led small course change  this…,-0.25,Negative
1720,I can only guess the calls for anti trust in the US and EU led to a small course change for #Windows11… https://t.co/yn4XTcetnC,I guess call anti trust US EU led small course change #Windows11… ,-0.25,Negative
1721,"Protecting Windows10 PC:

""Don't you dare to install #Windows11 miau""  

Smart #cat. https://t.co/3V1lPhXHzI","Protecting Windows10 PC: ""Don't dare install miau"" Smart #cat. ",0.21428571428571427,Positive
1722,"How to Turn On or Off #TouchKeyboard Add Period after Double-tap Spacebar in #Windows11 
https://t.co/dyjB2AlWkM",How Turn On Off #TouchKeyboard Add Period Double-tap Spacebar ,0.0,Neutral
1723,تساعد شركة DeepMind للذكاء الاصطناعي من Google علماء الرياضيات على تطوير نظرية جديدة في اختراق محتمل… https://t.co/Ayl640nvzM,تساعد شركة DeepMind للذكاء الاصطناعي من Google علماء الرياضيات على تطوير نظرية جديدة في اختراق محتمل… ,0.0,Neutral
1724,"يتم الآن طرح واجهة مستخدم ميكروسوفت الجديدة للجميع

#technologynews
#technology
#عاجل
#تكنولوجيا
#cybersecurity… https://t.co/ysmUfONMkl",يتم الآن طرح واجهة مستخدم ميكروسوفت الجديدة للجميع #technologynews #technology #عاجل #تكنولوجيا #cybersecurity… ,0.0,Neutral
1725,"Nuevo Vidio Chavales :v

¿Que Pasa Si Borras System32? https://t.co/IDapdLygrX a través de @YouTube

#System… https://t.co/yFlvJqIBdz",Nuevo Vidio Chavales :v ¿Que Pasa Si Borras System32?  través de  #System… ,0.0,Neutral
1726,"يضيف Clubhouse دعمًا لـ 13 لغة جديدة بما في ذلك البنغالية والماراثية ، ويطرح ميزة ""الموضوعات""

#technologynews… https://t.co/Mm9R4DyNG2","يضيف Clubhouse دعمًا لـ 13 لغة جديدة بما في ذلك البنغالية والماراثية ، ويطرح ميزة ""الموضوعات"" #technologynews… ",0.0,Neutral
1728,"تحصل صور جوجل لنظام اندرويد على مجموعات ذكريات جديدة عنصر واجهة مستخدم جديد

#technologynews
#technology
#عاجل… https://t.co/xy7mQzJKpk",تحصل صور جوجل لنظام اندرويد على مجموعات ذكريات جديدة عنصر واجهة مستخدم جديد #technologynews #technology #عاجل… ,0.0,Neutral
1729,#Windows11 on apple m1 mac air. @ParallelsMac will update you guys how it goes https://t.co/fW7GAsNUKf,apple m1 mac air.  update guy go ,0.0,Neutral
1730,"حذف Facebook حسابًا مزيفًا لعالم سويسري كان جزءًا من حملة معلومات خاطئة دولية

#technologynews
#technology
#عاجل… https://t.co/O0BIhL5IyJ",حذف Facebook حسابًا مزيفًا لعالم سويسري كان جزءًا من حملة معلومات خاطئة دولية #technologynews #technology #عاجل… ,0.0,Neutral
1731,"#Intel fulfills its promise, releases #Windows11 driver for long-dead #KabyLake G processors https://t.co/6MeY0jFQNA","#Intel fulfills promise, release driver long-dead #KabyLake G processor ",0.0,Neutral
1732,"سرق شخص ما ١٢٠ مليون دولاز من العملات المشفرة عن طريق اختراق DeFi

#technologynews
#technology
#عاجل
#تكنولوجيا… https://t.co/TqNa8NQBqD",سرق شخص ما ١٢٠ مليون دولاز من العملات المشفرة عن طريق اختراق DeFi #technologynews #technology #عاجل #تكنولوجيا… ,0.0,Neutral
1733,"How to Turn On or Off #TouchKeyboard Capitalize First Letter of Each Sentence in #Windows11 
https://t.co/ipdj9nRvnV",How Turn On Off #TouchKeyboard Capitalize First Letter Each Sentence ,0.25,Positive
1734,Confira na matéria!:  #BlogdoJuares #BJNews #Windows11 #Microsoft #atualizacao #hardwarehttps://t.co/6AWoSTLb0C,Confira na matéria!: #BlogdoJuares #BJNews #Microsoft #atualizacao #hardware ,0.0,Neutral
1735,"تصنع Google أول ساعة ذكية داخلية لها يمكن إطلاقها في عام 2022

#technologynews
#technology
#عاجل
#تكنولوجيا… https://t.co/bA4miYCEBp",تصنع Google أول ساعة ذكية داخلية لها يمكن إطلاقها في عام 2022 #technologynews #technology #عاجل #تكنولوجيا… ,0.0,Neutral
1736,"Hello everyone! Pycraft v0.9.3 is now live, feel free to check it out here on PYPI: https://t.co/sKrhZ9Aupb… https://t.co/Yvq410TPRo","Hello everyone! Pycraft v0.9.3 live, feel free check PYPI: … ",0.2681818181818182,Positive
1737,"Hello everyone! Pycraft v0.9.3 is now live, feel free to check it out here on GitHub: https://t.co/pRZzN5GQ6B… https://t.co/1HH5h84Xhl","Hello everyone! Pycraft v0.9.3 live, feel free check GitHub: … ",0.2681818181818182,Positive
1738,"RT @CyberArch_: تُسهل ميزات بحث Google الجديدة العثور على الطبيب المناسب

#technologynews
#technology
#عاجل
#تكنولوجيا
#cybersecurity
#Brea…", تُسهل ميزات بحث Google الجديدة العثور على الطبيب المناسب #technologynews #technology #عاجل #تكنولوجيا #cybersecurity #Brea…,0.0,Neutral
1739,...Going to upgrade to #Windows11 on my laptop to try it out. Desktop will remain #Windows10 for now,...Going upgrade laptop try out. Desktop remain #Windows10,0.0,Neutral
1740,"تُسهل ميزات بحث Google الجديدة العثور على الطبيب المناسب

#technologynews
#technology
#عاجل
#تكنولوجيا… https://t.co/u9cLFMEHXA",تُسهل ميزات بحث Google الجديدة العثور على الطبيب المناسب #technologynews #technology #عاجل #تكنولوجيا… ,0.0,Neutral
1741,"Die offiziellen #HardwareAnforderungen von #Windows11 sind überzogen, weil dieses #BetriebsSystem ohne #Probleme au… https://t.co/ZJaNoMUFtj","Die offiziellen #HardwareAnforderungen von sind überzogen, weil diesis #BetriebsSystem ohne #Probleme au… ",0.0,Neutral
1742,To upgrade or not to upgrade that is the question... 🤔 #Windows11 https://t.co/C08h7KyQ6m,To upgrade upgrade question... 🤔 ,0.0,Neutral
1743,"Hey @Microsoft, for #Windows11 you made the BSOD black? I liked the blue better 😉 https://t.co/4W17IlZPc6","Hey , made BSOD black? I liked blue better 😉 ",0.23333333333333334,Positive
1744,"مع استقالة مؤسسي التكنولوجيا ، يفقد الكونجرس أهدافه المفضلة

#technologynews
#technology
#عاجل
#تكنولوجيا… https://t.co/bzpYzUxQPK",مع استقالة مؤسسي التكنولوجيا ، يفقد الكونجرس أهدافه المفضلة #technologynews #technology #عاجل #تكنولوجيا… ,0.0,Neutral
1746,"تحاول مطالبات Windows الجديدة من Microsoft منع الأشخاص من تنزيل Chrome

#technologynews
#technology
#عاجل… https://t.co/INJq1rCTmn",تحاول مطالبات Windows الجديدة من Microsoft منع الأشخاص من تنزيل Chrome #technologynews #technology #عاجل… ,0.0,Neutral
1747,RT @jbasuroy369: Empower users to opt-in to get #Windows11 on their #MEM managed #Windows10 devices with #MSIntune and #AzureAD with Approv…, Empower user opt-in get #MEM managed #Windows10 device #MSIntune #AzureAD Approv…,0.0,Neutral
1749,How annoying is the #taskbar in #W11 #Windows11? Well enough to reverse back to W10 #Windows10 This is just a stupi… https://t.co/aphrgpROqa,How annoying #taskbar #W11 #Windows11? Well enough reverse back W10 #Windows10 This stupi… ,-0.26666666666666666,Negative
1750,"""The best preparation for tomorrow is doing your best today"" - Jackson Brown

Upgrade your PC with the latest TPM d… https://t.co/raMF14T3us","""The best preparation tomorrow best today"" - Jackson Brown Upgrade PC latest TPM d… ",0.8333333333333334,Positive
1751,"#windows11 no podía fallar, windows viene alternando 1 bueno, 1 malo desde siempre. Habrá que esperar al 11.1
https://t.co/8aUrIAjScb","#windows11 podía fallar, window viene alternando 1 bueno, 1 malo desde siempre. Habrá que esperar al 11.1 ",0.0,Neutral
1753,Empower users to opt-in to get #Windows11 on their #MEM managed #Windows10 devices with #MSIntune and #AzureAD with… https://t.co/GEV2eGTdez,Empower user opt-in get #MEM managed #Windows10 device #MSIntune #AzureAD with… ,0.0,Neutral
1754,RT @Cloudnews2013: Suivez nos Tweets #windows11 #5G #windew #javascript #npm #coding #webdesign #js #sql #mobiledev #angularjs #vuejs #reac…, Suivez no Tweets #windows11 #5G #windew #javascript #npm #coding #webdesign #js #sql #mobiledev #angularjs #vuejs #reac…,0.0,Neutral
1755,"Was wondering why my #windows11 update kept getting blocked. 

My OneDrive (one of four) had starved my hard drive… https://t.co/Pj5R8E7SUa",Was wondering #windows11 update kept getting blocked. My OneDrive (one four) starved hard drive… ,-0.2916666666666667,Negative
1756,RT @MonacoCyber: Suivez nos Tweets #windows11 #5G #windew #javascript #npm #coding #webdesign #js #sql #mobiledev #angularjs #vuejs #reactj…, Suivez no Tweets #windows11 #5G #windew #javascript #npm #coding #webdesign #js #sql #mobiledev #angularjs #vuejs #reactj…,0.0,Neutral
1757,Disable #Windows10 #Windows11 Update permanently..! 3methods are here that work perfectly with every Version of Win… https://t.co/SrhaulO4n5,Disable #Windows10 Update permanently..! 3methods work perfectly every Version Win… ,1.0,Positive
1758,"#Conseil A lire : ""Se former sur #Windows11 - Cours en vidéo — Une formation à découvrir sur… https://t.co/lpbCEIfIHq","#Conseil A lira : ""Se former sur - Cours en vidéo — Une formation à découvrir sur… ",0.0,Neutral
1759,RT @JaguarIdeas: Suivez nos Tweets #windows11 #5G #windew #javascript #npm #coding #webdesign #js #sql #mobiledev #recrutement #job #reactj…, Suivez no Tweets #windows11 #5G #windew #javascript #npm #coding #webdesign #js #sql #mobiledev #recrutement #job #reactj…,0.0,Neutral
1760,#Windows11 just updated laptop. First impressions the themes are nice. #Virtual #desktop easy to use especially wit… https://t.co/jVIMHlrIl9,updated laptop. First impression theme nice. #Virtual #desktop easy use especially wit… ,0.3208333333333333,Positive
1761,#game #videogames  #puzzle  #fun #Xmas    #windows11 https://t.co/dxnT1NDfIx,#game #videogames #puzzle #fun #Xmas #windows11 ,-0.05000000000000002,Neutral
1762,Annoyed because your Windows 11 restarts automatically? Don’t worry we’ll help you fix it. Have you recently upgrad… https://t.co/x1ghpt5Ikc,Annoyed Windows 11 restarts automatically? Don’t worry we’ll help fix it. Have recently upgrad… ,-0.2,Negative
1764,Ik kan er niet aan wennen die nieuwe Windows..   #windows11 https://t.co/S9OQZICyn4,Ik kan er niet aan wennen die nieuwe Windows.. #windows11 ,0.0,Neutral
1765,RT @tomferg80: Why can't I drag and drop through the taskbar in #Windows11? @Windows @Microsoft, Why can't I drag drop taskbar #Windows11?  ,-0.1,Neutral
1766,Why can't I drag and drop through the taskbar in #Windows11? @Windows @Microsoft,Why can't I drag drop taskbar #Windows11?  ,-0.1,Neutral
1767,"#Windows11 UI is on top.
#Microsoft",UI top. #Microsoft,0.5,Positive
1768,"RT @minutotecno: #Tecnologia - Microsoft quiere resolver problemas de Windows 11

#4Dic 
#Microsoft 
#Windows11 
#PortaldeNoticias 

https:…", #Tecnologia - Microsoft quiere resolver problemas de Windows 11 #4Dic #Microsoft #PortaldeNoticias …,0.0,Neutral
1770,"#Windows11 
なんかエクスプローラーの挙動がおかしい様な・・
固まって溶けるという挙動がちょくちょくある・・",なんかエクスプローラーの挙動がおかしい様な・・ 固まって溶けるという挙動がちょくちょくある・・,0.0,Neutral
1771,RT @peterjmsimons: Microsoft is rolling out an updated #OneDrive client with #Windows11 styling  https://t.co/e5bQHGf1H0 by @mspoweruser, Microsoft rolling updated #OneDrive client styling  ,0.0,Neutral
1772,Microsoft is rolling out an updated #OneDrive client with #Windows11 styling  https://t.co/e5bQHGf1H0 by @mspoweruser,Microsoft rolling updated #OneDrive client styling  ,0.0,Neutral
1774,"The new #windows11 store (although it looks really cool) downloads with full speed AND package priority, totally ig… https://t.co/c7VpyWugaC","The new #windows11 store (although look really cool) downloads full speed AND package priority, totally ig… ",0.20909090909090908,Positive
1775,RT @ru_hp: Ноутбуки HP защитят ваш бизнес от кибератак.  Выбирайте надёжные технологии. 💻 #Windows11, Ноутбуки HP защитят ваш бизнес от кибератак. Выбирайте надёжные технологии. 💻,0.0,Neutral
1777,RT @FireCubeStudios: Various Windows 11 Mobile concepts by members of the Windows Mobile discord community Join here: https://t.co/ZUrvzUDP…, Various Windows 11 Mobile concept member Windows Mobile discord community Join here: …,0.0,Neutral
1778,RT @AcerAmerica: Explore the options and discover which high-performing Acer laptop is just right for you. #Windows11, Explore option discover high-performing Acer laptop right you.,0.2857142857142857,Positive
1779,Various Windows 11 Mobile concepts by members of the Windows Mobile discord community Join here:… https://t.co/qpo8CeEZix,Various Windows 11 Mobile concept member Windows Mobile discord community Join here:… ,0.0,Neutral
1780,"What's new and improved in Windows 11 KB5008918 update (Build 22509.1011)

▶ https://t.co/2cPpA62Osj

#Windows11… https://t.co/SYOH2kdlHV",What's new improved Windows 11 KB5008918 update (Build 22509.1011) ▶  #Windows11… ,0.13636363636363635,Positive
1781,"Windows 11’de Windows Hello Parmak izi nasıl kurulur
#Windows11 #Windows11pro #Windows11home #microsoft… https://t.co/sz5cRsVMSJ",Windows 11’de Windows Hello Parmak izi nasıl kurulur #Windows11pro #Windows11home #microsoft… ,0.0,Neutral
1782,"Bypass Windows Defender in Windows 11.
Using reflection in PowerShell to invoke Win32 API calls from remote PowerSh… https://t.co/cDGPDim0JH",Bypass Windows Defender Windows 11. Using reflection PowerShell invoke Win32 API call remote PowerSh… ,-0.1,Neutral
1783,"Qualcomm WiFi 6E Network Adapter drivers 1.0.0.827☑️
https://t.co/flzCG1DTUb
↖️⬆️↗️
#Qualcomm #WCN685x #Windows11",Qualcomm WiFi 6E Network Adapter driver 1.0.0.827☑️  ↖️⬆️↗️ #Qualcomm #WCN685x,0.0,Neutral
1784,"#東京テックストア新宿 です!
お得な #スマートウォッチ #カー用品 #スマホ #オーディオ など、当店へ！ https://t.co/y2wKvNWM32
 
#いいねした人全員フォロー #リツイートした人全員フォロー… https://t.co/I577wQa6sy",#東京テックストア新宿 です! お得な #スマートウォッチ #カー用品 #スマホ #オーディオ など、当店へ！  #いいねした人全員フォロー #リツイートした人全員フォロー… ,0.0,Neutral
1785,Microsoft is rolling out this new look for #Office that tackles 'pain points' in #design https://t.co/xV0vIHzzW2 vi… https://t.co/hy9r7DCgRu,Microsoft rolling new look #Office tackle 'pain points' #design  vi… ,0.13636363636363635,Positive
1786,@schaufeltrage Damit wird dann #Windows11 aufgespielt..., Damit wird dann aufgespielt...,0.0,Neutral
1787,"@Windows When ??? 😔
#Windows11 https://t.co/G8qz5t7aIt", When ??? 😔 ,0.0,Neutral
1788,"IMPORTANT!
Never switch to Windows insider dev channel *just for fun*

#Windows11
@BholaJaivardhan",IMPORTANT! Never switch Windows insider dev channel *just fun* ,0.4,Positive
1789,#AcessoRemoto #Windows #Windows10 #Windows11 #Antivirus #Microsoft #Internet #Backup #PC #Computador #Notebook… https://t.co/DXt9je97pr,#AcessoRemoto #Windows #Windows10 #Antivirus #Microsoft #Internet #Backup #PC #Computador #Notebook… ,0.0,Neutral
1791,Update auf #Windows11 😬,Update auf 😬,0.0,Neutral
1793,"#Windows11 adoption nears 9%, but businesses are waiting https://t.co/e2Cu0H0Tug by @computerworld","adoption nears 9%, business waiting  ",0.0,Neutral
1794,"#AMD  rilascia il #driver grafico Radeon #Software  #adrenalin  21.12.1 | https://t.co/yQuXTBnqph
#radeon6900XT… https://t.co/xi2L7oJRLZ",#AMD rilascia il #driver grafico Radeon #Software #adrenalin 21.12.1 |  #radeon6900XT… ,0.0,Neutral
1795,"RT @DellCares: ⏪ If you upgraded to #Windows11 via the Update process you can, if desired, switch back to #Windows10.

Here is how:

Find m…"," ⏪ If upgraded via Update process can, desired, switch back #Windows10. Here how: Find m…",0.0,Neutral
1797,"Grade nen Upgrade auf #Windows11 gemacht, bin ja mal gespannt. Wobei ne cleane Installation wäre auch was tolles, f… https://t.co/iX3w3tUwdn","Grade nen Upgrade auf gemacht, bin ja mal gespannt. Wobei ne cleane Installation wäre auch tolles, f… ",0.0,Neutral
1798,"RT @peterjmsimons: #Windows11 is getting some much-needed taskbar and Start menu improvements https://t.co/3hRSDLNJZk by @verge

Don't expe…", getting much-needed taskbar Start menu improvement   Don't expe…,0.0,Neutral
1799,"#Windows11 is getting some much-needed taskbar and Start menu improvements https://t.co/3hRSDLNJZk by @verge

Don't… https://t.co/CtQ8Er4t9U",getting much-needed taskbar Start menu improvement   Don't… ,0.0,Neutral
1800,"⏪ If you upgraded to #Windows11 via the Update process you can, if desired, switch back to #Windows10.

Here is how… https://t.co/ZZDp0tqCmQ","⏪ If upgraded via Update process can, desired, switch back #Windows10. Here how… ",0.0,Neutral
1801,"hey fellas I need some advice

my pc is telling me to upgrade to windows 11

is that gonna fuck shit up like will s… https://t.co/xMkTE41JGd",hey fella I need advice pc telling upgrade window 11 gonna fuck shit like s… ,-0.30000000000000004,Negative
1803,Looking over #Windows11 and compair it to #Windows10 11 is a beauty!!,Looking compair #Windows10 11 beauty!!,0.0,Neutral
